Analyte,Fold Change (Positive/Negative),p-value,Positive Median,Negative Median,log2 Fold Change,#NAME?,Statistical test
SBSN.5724.58,0.917796908,0.001499608,8.430313966,8.554067115,-0.123753149,2.824022389,Linear Model
ABL2.5261.13,1.154895783,0.001502367,10.09166888,9.883906211,0.20776267,2.82322405,Linear Model
TMEFF1.15641.20,0.863599355,0.001532846,9.699285739,9.910851667,-0.211565929,2.814501422,Linear Model
SATB1.13511.29,1.117402106,0.001545224,9.343237939,9.183089495,0.160148444,2.811008458,Linear Model
FSTL4.9350.3,1.074753832,0.001546586,8.96808125,8.864074996,0.104006254,2.810626063,Linear Model
PIK3C2A.14028.22,0.856534795,0.001548054,11.39740969,11.62082593,-0.22341624,2.810213907,Linear Model
GRAMD1C.8842.16,1.104051025,0.001560868,9.865777227,9.722970378,0.142806849,2.80663369,Linear Model
STX1A.19553.14,0.80164112,0.00156829,9.630654828,9.94962641,-0.318971582,2.8045737,Linear Model
PECAM1.2695.25,1.17672185,0.00159324,10.69175508,10.45698174,0.234773341,2.797718747,Linear Model
KLK14.15544.25,0.697286423,0.001599491,12.26246596,12.78264266,-0.520176703,2.79601822,Linear Model
PRG2.7258.5,0.865894136,0.001612452,7.905480978,8.113218421,-0.207737443,2.792513328,Linear Model
SERPING1.4479.14,1.200489171,0.001612857,12.6735342,12.40991181,0.26362239,2.792404127,Linear Model
FGF12.4392.54,1.241903142,0.001625809,7.782870041,7.470317382,0.31255266,2.788930496,Linear Model
GEM.12817.1,1.239674416,0.001626306,11.22248496,10.9125237,0.309961266,2.78879771,Linear Model
GZMB.4133.54,1.263269338,0.001641856,8.104510554,7.767348289,0.337162264,2.784664846,Linear Model
CPA4.9267.2,0.500786059,0.001657371,12.68410162,13.68183531,-0.997733694,2.780580232,Linear Model
EFNB3.2514.65,1.364642962,0.001718044,10.22623688,9.777713337,0.448523542,2.764965799,Linear Model
KIR3DL2.5096.51,1.193937903,0.001737419,8.825208795,8.569480992,0.255727803,2.760095319,Linear Model
MANSC4.9578.263,0.873036716,0.001748808,7.891638085,8.087523852,-0.195885767,2.757257849,Linear Model
ARPP21.12860.7,1.062350172,0.001750549,8.652458694,8.565199308,0.087259386,2.756825769,Linear Model
FABP9.18194.18,0.814015909,0.001758953,10.71418091,11.01105201,-0.296871104,2.754745671,Linear Model
TNXB.5698.60,0.759689726,0.001761102,13.2161055,13.61262328,-0.396517784,2.754215549,Linear Model
B3GALT1.9541.15,1.122379807,0.001762543,8.277440721,8.110879762,0.166560959,2.753860161,Linear Model
BST1.4535.50,0.695472976,0.001768804,13.18392576,13.70785939,-0.523933638,2.752320232,Linear Model
CTSG.2431.17,1.320026401,0.001773136,10.52047642,10.11990964,0.400566784,2.751258031,Linear Model
ANGPT2.2602.2,0.634350975,0.001778256,13.05679083,13.71343765,-0.656646817,2.750005602,Linear Model
LMAN2.7638.30,1.299777818,0.001794934,13.20182943,12.82356439,0.378265033,2.745951598,Linear Model
HP.7905.30,1.186686653,0.001798107,16.69531348,16.44837444,0.246939039,2.745184581,Linear Model
PLA2G7.5015.15,0.742177436,0.001800693,13.7961579,14.22632186,-0.430163955,2.74456035,Linear Model
INHBB.16746.12,1.1369486,0.001801225,10.62306224,10.4378952,0.185167033,2.744432006,Linear Model
HAGH.19267.14,0.708385396,0.001818357,14.44178152,14.93917515,-0.497393625,2.740320943,Linear Model
GLTPD2.7948.129,0.797109401,0.001852132,9.901204212,10.22835456,-0.32715035,2.732327957,Linear Model
STAB1.14599.18,1.090841811,0.001872395,9.556249031,9.430807128,0.125441904,2.72760247,Linear Model
OBP2A.6526.77,1.157442787,0.001886684,9.448826498,9.237885616,0.210940882,2.724300735,Linear Model
ASPA.18187.16,0.85799889,0.001904005,9.360170479,9.581122792,-0.220952314,2.720331812,Linear Model
WISP1.13692.154,0.782656424,0.001904041,9.301256981,9.654805953,-0.353548972,2.720323787,Linear Model
MATN2.3325.2,0.844354154,0.001928778,12.6730609,12.91714075,-0.244079848,2.714717729,Linear Model
COLEC12.5457.5,0.804654281,0.001937949,10.33388349,10.64744252,-0.313559032,2.712657686,Linear Model
RTP4.18315.38,1.603109199,0.001938465,9.975125017,9.294252316,0.680872701,2.71254201,Linear Model
RGS5.16850.5,1.140448081,0.0019683,10.44358954,10.25398877,0.189600769,2.705908752,Linear Model
OPCML.15622.13,0.808948281,0.001989802,10.21710685,10.52298748,-0.305880626,2.701190156,Linear Model
DNAJC11.9783.75,1.128861981,0.00200268,9.749275615,9.574406507,0.174869107,2.698388535,Linear Model
PRLH.6543.182,1.117359819,0.002005554,10.06744205,9.907348205,0.160093847,2.697765704,Linear Model
CELA3B.6357.83,0.916356204,0.002014639,9.361304614,9.487324201,-0.126019587,2.69580277,Linear Model
F13B.5658.64,0.804754232,0.002020034,14.48519593,14.79857577,-0.313379837,2.694641386,Linear Model
FBLN1.6470.19,0.859570454,0.002051616,14.96602126,15.18433347,-0.218312201,2.687903954,Linear Model
SCARB2.5100.53,1.114636986,0.002053362,8.887181351,8.730607421,0.15657393,2.687534517,Linear Model
MDK.2911.27,1.927536535,0.002054098,12.35329018,11.40653197,0.946758206,2.687378909,Linear Model
CAMK4.18904.23,0.927863884,0.002087616,8.296150835,8.40416575,-0.108014915,2.680349473,Linear Model
STAT5B.16551.14,0.874964317,0.002112975,9.743137915,9.935841828,-0.192703913,2.675105717,Linear Model
DLK1.6373.54,0.68731342,0.002142948,9.998099334,10.5390593,-0.540959966,2.668988439,Linear Model
PSMA2.4280.47,1.217542396,0.002150174,9.676748843,9.392776833,0.28397201,2.667526449,Linear Model
PGK1.5020.50,0.786475395,0.002152752,11.40408622,11.75061268,-0.346526464,2.667005902,Linear Model
FLT3LG.14093.10,0.899845097,0.002159158,9.990607323,10.14285875,-0.152251424,2.665715647,Linear Model
TLL1.6383.90,0.751114136,0.002160634,12.64911423,13.06201018,-0.412895945,2.665418695,Linear Model
CASC4.8838.10,1.184017573,0.002194299,9.710225118,9.466534625,0.243690493,2.658704177,Linear Model
CD58.10938.13,0.837107292,0.0021955,10.32276577,10.57928132,-0.256515551,2.658466543,Linear Model
FAM172A.5615.62,0.745438801,0.002206057,9.100745322,9.524583501,-0.423838179,2.656383196,Linear Model
FANK1.15581.16,0.867796218,0.002243429,8.267684838,8.472256635,-0.204571797,2.649087654,Linear Model
CRIM1.8699.43,1.179929444,0.002256967,9.234607759,8.995907165,0.238700594,2.646474847,Linear Model
DTX3L.11643.73,1.425448068,0.002263856,9.531683108,9.020267628,0.51141548,2.645151199,Linear Model
PI3.4982.54,0.655026507,0.002282525,11.94080898,12.55118379,-0.610374805,2.641584443,Linear Model
C9.3060.43,1.114976421,0.002284149,16.77512989,16.61811669,0.157013201,2.641275551,Linear Model
CCDC90B.7792.58,1.1616001,0.002289944,9.145036861,8.928923378,0.216113482,2.640175219,Linear Model
KEL.7070.25,1.153864203,0.002319258,8.578265683,8.371792238,0.206473444,2.634650958,Linear Model
EFNA2.14124.6,0.743132771,0.002336383,11.69762137,12.12592948,-0.428308103,2.631456043,Linear Model
FLRT3.9128.34,1.076206333,0.0023584,10.43326457,10.32730987,0.105954701,2.627382486,Linear Model
DYNLL1.3881.49,1.115584856,0.002367854,8.950862952,8.793062698,0.157800255,2.625645007,Linear Model
MTAP.9910.9,0.875509304,0.002370859,10.00141865,10.19322424,-0.191805584,2.625094261,Linear Model
IFNA6.5714.88,1.08715958,0.002373144,8.717884986,8.597321263,0.120563723,2.62467598,Linear Model
RGS1.18945.11,1.180696162,0.002375629,12.27372131,12.03408356,0.239637752,2.624221322,Linear Model
WNT3A.13236.25,1.215700691,0.002385994,11.8647974,11.58300932,0.281788077,2.622330618,Linear Model
ALPL.16926.44,0.869244541,0.00239074,10.36877698,10.57094297,-0.202165992,2.621467566,Linear Model
SLITRK4.7139.14,0.762207853,0.002408613,10.76609813,11.15784176,-0.391743623,2.61823299,Linear Model
DDX25.13984.23,0.944726651,0.002420663,8.530854216,8.612885354,-0.082031137,2.616065605,Linear Model
ETNK1.8328.9,1.119820716,0.002450933,9.229733593,9.066465819,0.163267774,2.610668473,Linear Model
SEMA3B.5667.3,1.09295074,0.002454481,9.36658789,9.238359511,0.128228379,2.610040271,Linear Model
NPTX2.6521.35,1.165559687,0.002456726,10.53162754,10.31060465,0.221022885,2.609643349,Linear Model
ADPRH.18395.5,1.243152477,0.002462252,11.40815894,11.09415568,0.314003259,2.608667433,Linear Model
CTSB.8007.19,0.721663201,0.002489767,11.44611605,11.91671845,-0.470602403,2.603841226,Linear Model
CCT7.13673.21,0.591560686,0.002525392,11.4494943,12.20689622,-0.757401918,2.597671144,Linear Model
IGF1R.4232.19,0.762962636,0.002551058,11.31493233,11.70524802,-0.390315688,2.593279658,Linear Model
SPRED1.8318.13,1.202879249,0.002559538,8.678720261,8.412228436,0.266491825,2.591838366,Linear Model
OCRL.10011.65,0.836164154,0.002565378,10.99324712,11.25138902,-0.258141898,2.590848613,Linear Model
GSN.16607.78,0.868697514,0.00256716,15.95477868,16.15785287,-0.203074187,2.590547137,Linear Model
APTX.17736.105,0.872888106,0.002570255,9.616020799,9.812152164,-0.196131365,2.590023807,Linear Model
LRP8.3323.37,1.1768035,0.002571938,11.11567525,10.8808018,0.234873443,2.589739561,Linear Model
NFKBID.19123.6,0.873778978,0.002602191,11.0880769,11.2827366,-0.194659698,2.584660778,Linear Model
SPTLC2.7267.2,1.211772989,0.002655591,9.654001018,9.376881565,0.277119452,2.575838847,Linear Model
